Timestamp,Kp,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53
1/3/2023 0:00,1.333,-2.337863308,1.627684994,1.148999066,5.583085833,0.231726,1.602030667,3.012362183,21.20399389,1.315982017,17.91973878,21.90037833,96.35854222,40.13846111,148.5813667,183.9953556,260.6621944,276.9062389,373.6510556,424.7441,464.0992056,392.1531111,439.7463167,429.5377222,383.97755,393.7053167,384.8945722,326.7598278,353.9580056,256.3057333,344.8060833,155.7166444,84.48946667,15.32483333,9.821133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023 3:00,0.333,-0.679398262,1.966990935,0.086682125,5.953619056,0.214990233,0.921008567,0.81266275,16.53477761,1.418403283,8.574125633,11.96416756,82.85395556,32.73196111,126.5073722,159.0079389,233.6746222,232.0173444,300.5529944,349.7752111,426.6293778,374.0255389,406.8446722,396.51895,356.2494778,360.4216,366.7379167,331.0785,345.9912889,241.0762556,313.7846111,300.1088722,201.1114722,39.50747222,29.53273889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023 6:00,0.667,-1.494294761,1.505629787,-1.042726007,1.449824778,0.1351735,0.7245782,0.804084744,11.10294,0.401059406,10.54628144,11.34265333,53.87125056,23.36516833,88.16265,109.4183167,159.4018667,174.1631778,221.4327444,235.7156833,256.6647611,212.4444556,244.1951333,240.2693167,221.4253611,231.3651333,218.5746889,181.2080278,204.7730111,152.6728611,198.87045,55.30278889,18.82870556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023 9:00,0.333,-0.985385595,2.153044483,-0.891425424,1.850794667,0.207266033,1.143720489,1.321502506,16.78223778,0.387901472,16.99725444,18.09639,83.21497222,36.45269944,139.4377444,175.7699333,254.8083,282.1330556,353.3761556,363.53125,382.4700667,304.3242333,361.7711611,362.2552222,337.8958,355.4627111,328.2489333,276.1542944,315.7767889,240.2842167,301.22,12.63190556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023 12:00,1,-0.260816714,0.672090079,-1.370924169,2.460213556,0.213702867,1.826955033,2.104116939,19.72504889,1.240160061,20.67898722,22.24915389,92.37970222,42.92801611,158.3445389,213.5503222,286.4157833,302.1713333,376.3865333,398.4885222,404.2585278,308.6422889,366.5072722,366.2854944,341.9203,364.5519444,345.09425,287.0439722,327.7547056,250.0822611,320.2370167,68.81352778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023 15:00,2,0.511809388,1.108126723,-3.153098294,5.469342389,0.231726,6.799141722,8.721716278,25.66472611,8.174464789,28.28702222,30.73921722,111.0569389,53.47100444,176.6515611,230.8019278,314.1541167,350.1827722,446.7893056,494.7799389,504.0350778,401.9566333,423.1383444,407.7641222,372.7921111,392.1652778,365.7923167,304.9389111,352.8664611,269.9424389,350.7760611,46.83036111,14.40341667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023 18:00,2.333,3.978571417,3.199058347,-0.86030871,20.91717883,0.231726,5.4942276,18.60895944,36.36560778,8.293158689,27.41734222,42.29891944,128.2734167,53.37505611,172.9931944,249.3577556,305.2151944,292.6133556,400.6255167,513.82715,582.9509556,569.6596167,561.7319222,515.0789778,410.2578778,382.6772444,398.6621944,368.8202222,361.5986611,254.6966556,364.1023444,321.4554333,237.4414278,25.47773333,12.40320556,4.867522222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023 21:00,2.667,3.871673706,6.258903752,-4.971080207,10.51809833,0.124874567,7.241825722,12.33702083,19.84675056,10.12504233,20.37583778,25.79784944,71.09862778,33.39058222,104.2899444,130.43665,152.5421944,140.2427444,180.2708111,219.2051556,295.0232722,401.1863222,462.7463111,450.3969889,361.2256889,274.9814611,242.7793333,212.7080389,212.2193056,154.3874611,191.5725889,186.8992,172.4372222,165.6076111,113.1620556,18.66580556,1.955061111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023 0:00,4,3.030651448,6.265199607,-7.094690604,14.54365778,0.231726,11.20256729,18.08229667,30.48200528,13.52427942,29.8690442,38.52882967,115.2094811,52.82079833,179.1398722,216.1307833,255.3437389,230.3518889,299.7777611,401.0214278,614.6971833,837.8129111,834.9962056,708.2369778,495.7362222,403.3804056,402.9603,356.9629611,363.6541611,249.1726722,349.4736111,355.8086556,304.0722833,125.4030111,12.22801111,2.861283333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023 3:00,4.667,-1.58990676,9.233559611,-11.61405189,3.706417444,0.231726,0.362127833,2.480577617,15.10957128,0.469957361,6.324078133,14.04813017,80.15958556,29.6117805,132.8476,168.3167667,220.2726333,198.8065944,267.3978833,374.6410056,578.5139167,480.8228,409.1324611,395.5478,357.6749333,379.6428833,407.5108167,349.7302056,353.8502611,245.5308556,346.5606056,351.6734444,144.2925556,1.572527778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023 6:00,4.333,-0.862462685,17.34820833,-5.037672739,8.124347333,0.132598767,2.802530561,10.564352,16.48863111,2.550026272,15.91611222,21.77716444,63.06708056,26.13745889,95.77336667,125.3527778,144.7565611,128.5154389,169.5939889,223.3842444,374.5616778,412.5529944,284.6215778,235.3520167,195.5804389,210.7624833,231.9290667,211.6651556,200.2613111,136.5037667,197.3417833,206.5923722,141.6371667,4.765288889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023 9:00,3.333,-0.804023099,17.74466667,5.324129926,5.086894278,0.186668167,2.219756228,4.937711428,20.52568833,4.433050144,19.533635,23.21413889,87.39357778,38.07257556,127.4085667,159.2552333,207.8711944,188.8286222,244.8211889,477.1491944,530.5586667,318.221,314.1522222,319.4998278,295.8956778,312.4749556,309.3325222,251.9953944,277.4874167,199.3996778,316.5979778,203.1628833,37.89724444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023 12:00,3.333,-0.454593514,10.70909044,11.47989694,15.77283,0.211128133,17.30495247,19.24334328,33.15252833,22.33328728,37.26438444,41.00329667,120.7178961,70.14096111,181.05195,214.9247222,279.0352389,350.0593833,654.4711333,1071.695944,855.7066444,478.7878,379.2743611,362.5819167,330.5891389,344.9921722,321.3238722,266.57475,310.9228778,285.9064167,432.717,65.84612778,3.175383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023 15:00,2,1.334680464,6.025981778,14.43252778,18.96937428,0.231726,19.33540944,22.98103556,36.98934556,24.59175978,41.31284611,46.43378167,133.1050722,73.62130389,197.9448944,249.3013611,347.4500722,480.5452944,859.0122167,1221.318711,870.9095611,500.8967222,421.1018056,396.8015722,355.7882611,368.6274333,350.9747944,303.2181722,353.3589,330.6404833,421.4167111,112.7083833,45.34675556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023 18:00,1.667,2.861197241,-0.81880987,16.64030444,14.43784106,0.231726,17.56047778,20.73679778,32.64100278,21.240135,38.17389111,42.47337889,125.3627111,65.92467167,191.5588111,234.6490778,345.9615056,600.4886889,918.3686944,854.4558833,562.6967944,355.7713444,395.1980111,392.3780833,359.6417,366.0111833,331.6222444,293.9533056,385.0649944,361.4396778,191.6912722,16.11843333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023 21:00,0.667,0.48168553,-6.644044056,15.29668889,9.388794389,0.1235872,10.85214333,12.95385778,19.09882333,13.45756889,22.63133833,25.28250167,70.97611111,45.19058889,124.5757778,176.6809056,258.8936333,350.5165,407.85,356.7109389,263.6418833,182.1424889,212.0707278,208.5142333,191.1142056,193.1638056,178.8846778,176.1450833,220.7578722,184.1906,51.95274444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023 0:00,0.333,0.696621842,-8.924068,15.36454,17.58550339,0.231726,20.38096,24.06782333,35.89954333,25.73831722,42.31809556,47.20029167,132.5385833,80.02786833,209.0341278,269.5152889,415.7727222,674.9179778,887.8692556,734.9445444,475.4206278,319.8215944,392.1979611,392.6178944,362.8416611,367.4309833,327.9713,302.0718556,420.3968389,396.5289056,105.6387833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023 3:00,0.667,1.073865838,-14.37070944,12.81935,18.45673322,0.231726,21.28588611,24.79561556,37.12992056,27.057255,43.61940889,48.58273944,136.3883778,88.81921167,231.4894167,316.3126389,472.9563722,703.5446944,905.8856167,829.3038444,558.6591333,368.8646333,402.5932278,395.0431667,361.8689444,369.7526444,334.1612833,307.2143722,405.2670389,389.4474111,172.9699778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023 6:00,1,1.987432372,-16.36116889,8.182903667,11.19089128,0.1351735,13.13690389,15.88456944,22.40491389,16.12128278,27.012075,31.26269944,84.76156111,66.67422389,176.8365,258.4974222,352.5531167,432.8595167,453.7255889,391.9488889,303.9025111,222.3630722,242.9285611,233.9205056,207.8989833,210.4048556,200.9887389,193.9466222,223.5018444,156.3474389,6.21715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023 9:00,1.333,2.074288669,-13.41925178,0.673447867,13.49973128,0.195679733,15.35854011,18.09717072,28.75638167,18.36915764,34.30391278,39.20976833,119.1562833,102.1859706,288.8325111,451.5981222,581.7854111,580.9727389,458.4014444,336.1640889,331.6265556,272.0704944,345.4042722,332.1526778,265.5602111,271.9067889,298.7478889,293.4171056,218.5897333,4.740405556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023 12:00,2.667,1.594787661,-11.655628,-6.6900995,9.433221111,0.211128133,12.23342172,11.44601217,27.35902278,19.43521444,32.94933667,38.75855278,142.6143167,151.0218778,322.7070944,402.3988444,441.26305,387.5929722,345.9337,305.9577111,353.8504556,295.6448889,364.3498778,342.3854111,276.7897278,294.4163167,301.5954389,228.55505,25.12322222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023 15:00,3,2.165303272,-10.53997172,-4.180297908,0.862945,0.016735767,1.231515,1.225135111,2.243955556,1.522622778,2.731937222,3.099744444,11.11805556,12.74652778,28.89555556,36.61074444,38.29721111,32.21031111,27.76779444,24.3746,28.05469444,23.79012222,28.37481111,25.67192222,21.74087778,23.54986111,24.45197222,17.17537778,1.842233333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023 18:00,2.667,2.444178887,-9.706527,-3.328747539,9.062083556,0.8524814,8.379334289,7.603329278,23.68412056,13.2171218,27.84672406,39.50957111,128.4482722,109.3481124,215.9176889,257.1665444,291.0523056,259.6550444,265.5212056,254.3060556,300.8699333,240.7095111,311.7336111,307.3049611,260.5611556,270.7271,281.6959111,232.4151111,178.2296556,111.45235,118.6682944,114.7460222,94.81663889,92.22957778,88.57257222,33.77813889,33.67699444,22.83725,34.07787222,5.066788889,3.899611111,3.514922222,3.662611111,3.199033333,3.75465,3.290633333,4.348888889,4.0791,3.851177778,4.13345,4.21395,3.564044444,2.702572222,2.02645
1/5/2023 21:00,2.667,0.051007124,-6.93429845,3.889420361,4.769366778,0.1235872,0.354766211,1.743351778,12.52817222,0.283348922,10.72126056,15.62574111,59.89430333,27.04837333,92.15500556,118.8819333,146.9896111,136.6940333,166.72465,169.6593,194.7792667,154.3142111,207.3899389,207.0300111,181.7954444,195.1422556,211.3752333,202.7089167,218.4596111,173.91295,182.5137611,169.8398,139.3114278,144.3922944,150.1461389,13.63638333,16.25980556,11.44726667,15.84680556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023 0:00,1,0.520925768,-4.003370778,6.846018056,8.020096222,0.231726,0.351476622,2.052922467,17.97274433,0.27560225,12.28044471,22.13172826,94.92850278,35.16042048,155.2828667,200.6793167,244.6159611,223.9856722,295.4819389,301.1566722,345.7919556,270.1530111,384.4536667,379.25945,326.3196,356.7020833,393.4111444,367.7929944,395.2111833,331.9133611,384.6396722,357.6484667,304.9613722,293.3403,288.6094222,140.2490944,166.6612111,118.7242278,124.29285,24.25399444,19.36412222,15.75231667,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023 3:00,0.333,-0.555409791,-8.735247556,5.461850917,4.887356222,0.231726,0.237117278,1.466341694,4.338544467,0.231726,1.536450417,6.569972617,51.42637778,11.06478676,118.4438239,163.1891667,190.4051389,178.9616778,272.0639778,284.7239556,328.7785167,257.4816667,391.49845,373.3573778,315.8357389,351.8436778,400.03625,356.1226556,382.5493,336.4103722,428.4133722,385.0918833,348.8232,346.7979444,340.6980333,280.5059,303.1534667,202.0614667,277.7494556,147.1864111,162.6077389,142.8878278,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023 6:00,0.333,1.135474368,-10.435845,3.485872534,2.753367,0.132598767,0.145740356,0.380315944,2.829467144,0.132758878,1.233384978,3.811853183,30.28387,7.415327389,70.160985,97.54775,116.9596944,111.1511167,163.2907111,168.0725722,191.0941944,148.9908778,223.8775389,214.8480278,183.1043333,203.7544778,228.2925889,203.8406333,218.81535,190.6770833,242.2409667,208.9841722,188.7309444,188.4526222,184.1916833,149.63,161.9054278,107.9359278,138.8343389,82.95105,86.91800556,76.52664444,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023 9:00,0.667,-1.868284176,-8.507369167,4.861600772,2.862144672,0.1815187,0.204162872,0.319351094,1.318040233,0.1815187,1.422380494,1.870932167,37.09921444,8.445910506,94.59743222,125.7190389,153.2252667,159.2726333,235.2655,255.4537833,296.6855333,256.3505222,327.1349778,308.7172333,266.0927944,293.7495611,315.5395556,288.0984111,296.4962111,242.3631556,304.9683444,274.90765,237.9678722,178.7395,144.2135611,112.3836667,130.0497167,89.81658333,129.2724667,23.77311111,23.04764444,20.71656111,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023 12:00,1,-2.278059272,-6.731359519,5.534612259,1.797456,0.2046913,0.205843889,0.237551461,1.463254294,0.205978667,0.476494856,0.980315356,43.31544278,8.8787936,104.5370917,136.85075,172.7748222,176.5546722,260.2143167,287.1301611,339.5959278,291.25725,372.0729333,360.7467278,316.90905,340.0638278,362.6990667,335.4842167,357.0258111,268.6500889,318.3545778,286.7889167,225.0047833,234.4619167,190.0539,30.10176111,33.44265,23.66666667,32.82139444,1.5718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023 15:00,0.333,-1.109792527,-8.073850889,6.629024889,2.214339656,0.231726,0.231726,0.231726,0.257200072,0.231726,0.231726,0.2318869,23.29591111,0.266879561,48.01206278,93.19812278,129.2198889,112.8336872,184.5026833,231.0485778,322.0369056,269.0056667,399.4930278,410.1318,351.1735611,370.8027,410.4863778,394.5699278,405.6337389,352.0480722,434.4068889,418.4759444,370.3831944,366.43395,294.2240111,232.9611889,260.5659333,180.6008056,272.4479167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023 18:00,1.333,-0.427620989,-7.08682035,3.922198613,2.970014761,0.231726,0.237394706,0.336646839,4.114957344,0.232539344,0.870978789,2.748238578,45.57299667,7.730654828,92.33472167,132.0199233,172.6451333,160.5203944,235.1131611,276.62085,358.7100944,317.9771389,437.2563333,451.0226667,405.3379889,412.1799611,433.5287222,410.2689833,423.425,361.6536722,383.1583056,355.8013111,295.5033167,298.5594722,293.0230333,117.40715,84.18564444,55.41743333,75.98660556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023 21:00,1.333,1.841089911,-6.103423889,1.405046623,3.457413167,0.121012467,0.122965033,0.206601567,3.494735283,0.122437644,0.208281278,0.951155683,27.80979333,2.755966056,51.96801167,75.02700556,94.32405,83.97087222,125.1020056,146.8001556,186.6206222,160.01645,227.3751333,245.8150611,230.4318833,234.7048222,245.1757056,228.9491889,226.5598278,191.8207389,220.9395889,201.8166889,162.1789056,157.0826833,153.7468722,132.5833833,116.22,69.278,54.41445556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023 0:00,1,1.860194895,-6.183029833,1.50219551,3.272547511,0.231726,0.261406089,0.337786806,3.004449094,0.233523222,0.359181922,0.657994494,47.86230611,5.766727389,100.7929317,137.4705722,176.3018222,165.3495389,239.5050389,282.50955,375.0076778,352.3809611,470.3156778,491.5342167,448.1398944,430.8173222,432.2082333,405.9056556,422.6753722,352.5653056,369.9029389,339.4616944,273.43025,279.3983389,290.6951056,167.2166222,28.87246667,5.672372222,1.781861111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023 3:00,2.333,1.365117818,-5.463774717,0.861358269,3.777122067,0.231726,0.2419547,0.331628228,5.785811561,0.231726,0.513219789,1.289964744,54.56592222,10.75912039,104.9523672,144.1173444,186.2442167,174.7194056,252.2433167,305.8248778,398.3787056,373.9076778,479.6036611,502.2283111,458.6808556,434.7965111,432.9827389,405.4732389,408.6501222,315.69455,371.1379722,345.1277056,280.3737,268.8222222,242.3339556,118.7677722,15.04422222,5.556672222,3.618005556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023 6:00,1,4.901350828,-4.415158278,2.047761037,1.804234778,0.1313114,0.135608539,0.175470944,2.543121167,0.133972128,0.395004017,0.937070667,32.891595,10.17318819,67.98631333,88.22355556,121.3637389,132.2958278,193.9742722,227.7095444,252.8905,213.7683111,248.1749556,247.8505444,228.0764667,232.4275611,219.2199778,188.2616389,201.6107278,148.2633056,197.2282,89.54055556,59.14178889,15.67935556,11.63463889,1.465844444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
